currentTime,core0Usage(%),core1Usage(%),core2Usage(%),core3Usage(%),totalCpuUsage(%),totalMemory,availableMemory,usedMemory,percentageMemory(%),buffersMemory,cachedMemory,totalSwap,freeSwap,usedSwap,percentageSwap(%),totalExt4Partition,usedExt4Partition,freeExt4Partition,percentageExt4Partition(%),totalBootPartition,usedBootPartition,freeBootPartition,percentageBootPartition(%),total_IO_read,total_IO_write
2021-06-30 17:15:53.789439,1.1,11.8,1.6,2.1,60.0,3979698176,3370340352,490635264,15.3,65015808,1229135872,104853504,104853504,0,0.0,15379681280,12276170752,2426773504,83.5,264289280,30773248,233516032,11.6,1185892864,75650048
2021-06-30 17:16:53.818926,1.3,2.3,2.0,1.4,50.0,3979698176,3368427520,492548096,15.4,65032192,1229139968,104853504,104853504,0,0.0,15379681280,12276170752,2426773504,83.5,264289280,30773248,233516032,11.6,1185892864,75691008
2021-06-30 17:17:53.888712,13.7,46.1,8.1,14.1,50.0,3979698176,3334606848,522207232,16.2,65130496,1233371136,104853504,104853504,0,0.0,15379681280,12276195328,2426748928,83.5,264289280,30773248,233516032,11.6,1185892864,76227584
2021-06-30 17:18:53.955902,12.2,10.1,14.3,9.3,50.0,3979698176,3333185536,523575296,16.2,65212416,1233485824,104853504,104853504,0,0.0,15379681280,12276203520,2426740736,83.5,264289280,30773248,233516032,11.6,1185892864,76465152
2021-06-30 17:19:53.966651,9.3,10.5,13.1,12.0,50.0,3979698176,3332751360,523472896,16.3,65314816,1233969152,104853504,104853504,0,0.0,15379681280,12276219904,2426724352,83.5,264289280,30773248,233516032,11.6,1185892864,76768256
2021-06-30 17:20:54.035733,9.1,9.7,16.4,10.5,50.0,3979698176,3331887104,523800576,16.3,65404928,1234583552,104853504,104853504,0,0.0,15379681280,12276228096,2426716160,83.5,264289280,30773248,233516032,11.6,1185892864,76997632
2021-06-30 17:21:54.052278,12.6,11.2,8.6,13.5,50.0,3979698176,3331670016,522969088,16.3,65495040,1235582976,104853504,104853504,0,0.0,15379681280,12276232192,2426712064,83.5,264289280,30773248,233516032,11.6,1185892864,77280256
2021-06-30 17:22:54.121333,13.7,9.1,9.9,12.2,0.0,3979698176,3331575808,523132928,16.3,65585152,1235587072,104853504,104853504,0,0.0,15379681280,12276248576,2426695680,83.5,264289280,30773248,233516032,11.6,1185892864,77530112
2021-06-30 17:23:54.190322,10.2,14.3,10.0,11.2,33.3,3979698176,3331870720,523276288,16.3,65675264,1235095552,104853504,104853504,0,0.0,15379681280,12276248576,2426695680,83.5,264289280,30773248,233516032,11.6,1185892864,77812736
2021-06-30 17:24:54.261158,12.7,10.7,11.0,11.0,50.0,3979698176,3331198976,523948032,16.3,65765376,1235107840,104853504,104853504,0,0.0,15379681280,12276260864,2426683392,83.5,264289280,30773248,233516032,11.6,1185892864,78087168
2021-06-30 17:25:54.327036,13.2,10.1,10.6,12.1,66.7,3979698176,3331792896,523800576,16.3,65863680,1234669568,104853504,104853504,0,0.0,15379681280,12276269056,2426675200,83.5,264289280,30773248,233516032,11.6,1185892864,78353408
2021-06-30 17:26:54.396011,13.4,10.8,13.1,8.3,50.0,3979698176,3331411968,524255232,16.3,65953792,1234612224,104853504,104853504,0,0.0,15379681280,12276281344,2426662912,83.5,264289280,30773248,233516032,11.6,1185892864,78623744
